"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ff_fmri_totalbox_check3,fmri_freddyfullness,,yesno,"Were there errors in the extra Freddy Fullness Qualtrics Database for Visit 6 Total Freddy Fullness size?",,,,,,,"([ff_fmri_check_name3]<>'' AND sum([ff_fmri_measurement_errors2(0)], [ff_fmri_measurement_errors2(1)], [ff_fmri_measurement_errors2(2)], [ff_fmri_measurement_errors2(3)], [ff_fmri_measurement_errors2(4)], [ff_fmri_measurement_errors2(5)], [ff_fmri_measurement_errors2(6)], [ff_fmri_measurement_errors2(7)], [ff_fmri_measurement_errors2(8)], [ff_fmri_measurement_errors2(9)], [ff_fmri_measurement_errors2(10)], [ff_fmri_measurement_errors2(11)]) = 0) OR ([ff_fmri_check_name3]<>'' AND sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]))",y,,,,,
ff_fmri_totalbox_cor3,fmri_freddyfullness,,yesno,"Visit 6 Total Freddy Fullness size values corrected in extra Freddy Fullness Qulatrics Database",,,,,,,"sum([ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(11)]) > 0 OR [ff_fmri_totalbox_check3]='1'",y,,,,,
ff_fmri_error_notes3,fmri_freddyfullness,,notes,"Freddy Fullness Notes. Please list the values that were changed/updated

**Once done, change status to incomplete so others know that these data need to be checked again**",,,,,,,"sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) > 0 OR [ff_fmri_totalbox_check3]='1'",y,,,,,
ff_fmri_unfinished_msg3,fmri_freddyfullness,,descriptive,"Must document all errors in text box and mark that all errors have been corrected before finishing!",,,,,,,"(sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) > 0 AND [ff_fmri_measurement_cor3]='0') OR ([ff_fmri_child_check3] = '1' AND [ff_fmri_child_cor3] = '0') OR ([ff_fmri_totalbox_check3] = '1' AND [ff_fmri_totalbox_cor3]='0') OR ((sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) > 0 OR [ff_fmri_child_check3] = '1' OR [ff_fmri_totalbox_check3]='1') AND [ff_fmri_error_notes3]='')",,,,,,
ff_fmri_check_name4,fmri_freddyfullness,,text,"Data Check 4

Freddy Fullness values checked by:",,,,,,,"((sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) > 0 AND [ff_fmri_measurement_cor3]='1') OR ([ff_fmri_child_check3] = '1' AND [ff_fmri_child_cor3] = '1') OR ([ff_fmri_totalbox_check3] = '1' AND [ff_fmri_totalbox_cor3]='1')) AND ((sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) > 0 OR [ff_fmri_child_check3] = '1' OR [ff_fmri_totalbox_check3]='1') AND [ff_fmri_error_notes3]<>'')",y,,,,,
ff_fmri_check_date4,fmri_freddyfullness,,text,Date:,,,date_mdy,,,,[ff_fmri_check_name4]<>'',y,,,,,
ff_fmri_measurement_errors4,fmri_freddyfullness,,checkbox,"Re-measure all Freddy Fullness sheets for fMRI visit.

Please mark which, if any, measurements had errors - if a Freddy Fullness measurement was not taken, leave unchecked:","0, Child Pre-Snack | 1, Total Size Pre-Snack | 2, Child Post-Snack 1 | 3, Total Size Post-Snack 1 | 4, Child Post-Snack 2 | 5, Total Size Post-Snack 1 | 6, Child Pre-MRI | 7, Total Size Pre-MRI | 8, Child Pre-Delay of Gratification | 9, Total Size Pre-Delay of Gratification | 10, Child Pre-SST | 11, Total Size Pre-SST",,,,,,"[ff_fmri_check_name4]<>'' AND sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) > 0",y,,,,,
ff_fmri_measurement_cor4,fmri_freddyfullness,,yesno,"Measurement errors were corrected on the paper sheets for: 
[ff_fmri_measurement_errors4:checked] ",,,,,,,"sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0",y,,,,,
ff_fmri_child_check4,fmri_freddyfullness,,yesno,"Were there Freddy Fullness data entry errors in the Visit 6 Child Qualtrics Database?

",,,,,,,"([ff_fmri_check_name4]<>'' AND sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) = 0) OR ([ff_fmri_check_name4]<>'' AND sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]))",y,,,,,
ff_fmri_child_cor4,fmri_freddyfullness,,yesno,"Child Freddy Fullness values corrected in Visit 6 Child Qulatrics Database",,,,,,,"sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(10)]) > 0 OR [ff_fmri_child_check4]='1'",y,,,,,
ff_fmri_totalbox_check4,fmri_freddyfullness,,yesno,"Were there errors in the extra Freddy Fullness Qualtrics Database for Visit 6 Total Freddy Fullness size?

",,,,,,,"([ff_fmri_check_name4]<>'' AND sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) = 0) OR ([ff_fmri_check_name4]<>'' AND sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]))",y,,,,,
ff_fmri_totalbox_cor4,fmri_freddyfullness,,yesno,"Visit 6 Total Freddy Fullness size values corrected in extra Freddy Fullness Qulatrics Database",,,,,,,"sum([ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(11)]) > 0 OR [ff_fmri_totalbox_check4]='1'",y,,,,,
ff_fmri_error_notes4,fmri_freddyfullness,,notes,"Freddy Fullness Notes. Please list the values that were changed/updated",,,,,,,"sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0 OR [ff_fmri_totalbox_check4]='1'",y,,,,,
ff_fmri_unfinished_msg4,fmri_freddyfullness,,descriptive,"Must document all errors in text box and mark that all errors have been corrected before finishing!",,,,,,,"(sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0 AND [ff_fmri_measurement_cor4]='0') OR ([ff_fmri_child_check4] = '1' AND [ff_fmri_child_cor4] = '0') OR ([ff_fmri_totalbox_check4] = '1' AND [ff_fmri_totalbox_cor4]='0') OR ((sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0 OR [ff_fmri_child_check4] = '1' OR [ff_fmri_totalbox_check4]='1') AND [ff_fmri_error_notes4]='')",,,,,,
ff_fmri_error_email,fmri_freddyfullness,,radio,"Email the Lead Data RA or graduate student for final check since agreement has not yet been reached.

Include Visit 6 information

**Once email has been sent, mark form status as ""unverified"" so Lead RA and//or graduate student knows to check form**","0, Email Not Sent | 1, Email Sent",,,,,,"((sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0 AND [ff_fmri_measurement_cor4]='1') OR ([ff_fmri_child_check4] = '1' AND [ff_fmri_child_cor4] = '1') OR ([ff_fmri_totalbox_check4] = '1' AND [ff_fmri_totalbox_cor4]='1')) AND ((sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0 OR [ff_fmri_child_check4] = '1' OR [ff_fmri_totalbox_check4]='1') AND [ff_fmri_error_notes4]<>'')",y,,,,,
ff_fmri_error_resolve,fmri_freddyfullness,,yesno,"For Lead RA or graduate student ONLY:

Have Freddy Fullness data issues been resolved?

**if yes, mark form status as complete**",,,,,,,"sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) > 0 OR [ff_fmri_totalbox_check4]='1'",y,,,,,
ff_fmri_form_complete,fmri_freddyfullness,,yesno,"All Freddy Fullness measurement and Qualtrics data was correct (no errors found).

Has form status been change to ""complete""?",,,,,,,"(sum([ff_fmri_measurement_errors4(0)], [ff_fmri_measurement_errors4(1)], [ff_fmri_measurement_errors4(2)], [ff_fmri_measurement_errors4(3)], [ff_fmri_measurement_errors4(4)], [ff_fmri_measurement_errors4(5)], [ff_fmri_measurement_errors4(6)], [ff_fmri_measurement_errors4(7)], [ff_fmri_measurement_errors4(8)], [ff_fmri_measurement_errors4(9)], [ff_fmri_measurement_errors4(10)], [ff_fmri_measurement_errors4(11)]) = 0 OR sum([ff_fmri_measurement_errors3(0)], [ff_fmri_measurement_errors3(1)], [ff_fmri_measurement_errors3(2)], [ff_fmri_measurement_errors3(3)], [ff_fmri_measurement_errors3(4)], [ff_fmri_measurement_errors3(5)], [ff_fmri_measurement_errors3(6)], [ff_fmri_measurement_errors3(7)], [ff_fmri_measurement_errors3(8)], [ff_fmri_measurement_errors3(9)], [ff_fmri_measurement_errors3(10)], [ff_fmri_measurement_errors3(11)]) = 0 OR sum([ff_fmri_measurement_errors2(0)], [ff_fmri_measurement_errors2(1)], [ff_fmri_measurement_errors2(2)], [ff_fmri_measurement_errors2(3)], [ff_fmri_measurement_errors2(4)], [ff_fmri_measurement_errors2(5)], [ff_fmri_measurement_errors2(6)], [ff_fmri_measurement_errors2(7)], [ff_fmri_measurement_errors2(8)], [ff_fmri_measurement_errors2(9)], [ff_fmri_measurement_errors2(10)], [ff_fmri_measurement_errors2(11)]) = 0 OR sum([ff_fmri_measurement_errors(0)], [ff_fmri_measurement_errors(1)], [ff_fmri_measurement_errors(2)], [ff_fmri_measurement_errors(3)], [ff_fmri_measurement_errors(4)], [ff_fmri_measurement_errors(5)], [ff_fmri_measurement_errors(6)], [ff_fmri_measurement_errors(7)], [ff_fmri_measurement_errors(8)], [ff_fmri_measurement_errors(9)], [ff_fmri_measurement_errors(10)], [ff_fmri_measurement_errors(11)]) = 0) AND 
(([ff_fmri_child_check] = '0' AND [ff_fmri_totalbox_check] = '0') OR ([ff_fmri_child_check2] = '0' AND [ff_fmri_totalbox_check2] = '0') OR ([ff_fmri_child_check3] = '0' AND [ff_fmri_totalbox_check3] = '0') OR ([ff_fmri_child_check4] = '0' AND [ff_fmri_totalbox_check4] = '0'))",y,,,,,
gng_complete,go_nogo_task,,radio,"Go No-Go Completed?","1, Yes | 0, No",,,,,,,,,,,,
gng_visit,go_nogo_task,,radio,"Go No-Go Completed at Visit 2?","1, Yes | 0, No",,,,,,"[gng_complete] = '1'",y,,,,,"go-no go task completed on visit 3?"
gng_dif_visit,go_nogo_task,,text,"Go No-Go Visit Number",,,,,,,"[gng_visit]='0' AND [gng_complete] = '1'",,,,,,"if not visit 3, when was go-no go task completed"
gng_dif_date,go_nogo_task,,text,"Go No-Go Visit Date",,,date_mdy,,,,"[gng_visit]='0' AND [gng_complete] = '1'",y,,,,,"go-no go task date"
gng_visit_age,go_nogo_task,,calc,"Go No-Go Visit Age","if([gng_visit]='1', [v2_age], round(datediff([gng_dif_date], [ch_dob], ""y""),2))",,,,,,"[gng_complete] = '1'",,,,,,"child age during go-no go task"
gng_diff_covid_protocol,go_nogo_task,,radio,"Go No-Go Task was completed using protocols from:","0, Before COVID-19 | 1, After COVID-19",,,,,,"[gng_complete] = '1'",y,,,,,"covid protocol used during go-no go task"
gng_saved_cloud,go_nogo_task,,radio,"1) E-Prime Files Saved to OneDrive

Save to: Save to: .../Participant_Data/untouchedRaw/GNG_Raw/","0, Incomplete | 1, Complete",,,,,,"[gng_complete] = '1'",y,,,,,"go-no go task files saved to one drive"
gng_raweprime_check,go_nogo_task,,checkbox,"Confirm these files have been added to the directories: GNG_Raw
*edat files can be edat2 or edat3","0, Go No-Go Zoo_pseudorand-XXX-1.edat | 1, Go No-Go Zoo_pseudorand-XXX-1.txt | 2, Go No-Go Zoo Task_practice-XXX-1.edat | 3, Go No-Go Zoo Task_practice-XXX-1.txt",,,,,,[gng_saved_cloud]='1',y,,,,,"existing go-no go task files"
gng_raweprime_miss,go_nogo_task,,descriptive,"E-Prime files that are missing:
[gng_raweprime_check:unchecked]",,,,,,,"sum([gng_raweprime_check(0)], [gng_raweprime_check(1)], [gng_raweprime_check(2)], [gng_raweprime_check(3)]) < 4 AND [gng_saved_cloud]='1'",,,,,,"missing go-no go task files"
gng_raweprime_notes,go_nogo_task,,notes,"Missing files notes:

Email lead RA/grad student regarding missing files",,,,,,,"(sum([gng_raweprime_check(0)], [gng_raweprime_check(1)], [gng_raweprime_check(2)], [gng_raweprime_check(3)]) < 4 OR [gng_raweprime_notes]<>'') AND [gng_saved_cloud]='1'",y,,,,,"missing go-no go task file notes"
gng_raweprime_resolve,go_nogo_task,,radio,"Resolve missing raw E-Prime files (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"(sum([gng_raweprime_check(0)], [gng_raweprime_check(1)], [gng_raweprime_check(2)], [gng_raweprime_check(3)]) < 4 OR [gng_raweprime_notes]<>'') AND [gng_saved_cloud]='1'",y,,,,,"missing go-no go task files resolved"
gng_raw_check,go_nogo_task,,radio,"2) Check Participant Responses in E-Prime
Did participant respond in a way consistent with task?
-a few errors are ok, but shows responding to items marked 'Go'
-did not respond to the majority of items marked 'NoGo'
-only used space bar to respond (marked as '{SPACE}')
","0, Incomplete (responses have not been checked yet) | 1, Consistent Responses | 2, Inconsistent or Errors",,,,,,"sum([gng_raweprime_check(0)], [gng_raweprime_check(1)], [gng_raweprime_check(2)], [gng_raweprime_check(3)]) = 4 OR [gng_raweprime_resolve]='1'",y,,,,,"go-no go task responses checked"
gng_raw_issues,go_nogo_task,,notes,"Detail Issues with Go No-Go Raw Data

Email lead RA/grad student regarding issues",,,,,,,"[gng_raw_check] = '2' OR [gng_raw_issues]<>''",y,,,,,"go-no go task participant response issues"
gng_raw_issue_resolved,go_nogo_task,,radio,"Issues with Go No-Go Raw Data (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"[gng_raw_check] = '2' OR [gng_raw_issues]<>''",y,,,,,"go-no go task participant response issues resolved"
gng_export_txt,go_nogo_task,,yesno,"3) E-Prime Task File Exported to .txt file.

File Naming: GNG_Zoo_Raw_parID-session.txt
Example: GNG_Zoo_Raw_001-1.txt

**participant ID must have leading zeros so that there are always 3 numbers

Save to: .../Participant_Data/untouchedRaw/GNG_Raw/",,,,,,,"[gng_raw_check]='1' OR [gng_raw_issue_resolved]='1'",y,,,,,"go-no go task files converted to .txt"
gng_org_script,go_nogo_task,,radio,"4) Run GNG_DataOrg.py to organize raw data into BIDS format

In terminal: 
cd .../Participant_Data/orgRaw_scripts/
python3 GNG_DataOrg.py -p #
","0, Incomplete | 1, Complete | 2, Error | 3, File not yet on ROAR",,,,,,"([gng_raweprime_resolve]='1' OR (sum([gng_raweprime_check(0)], [gng_raweprime_check(1)], [gng_raweprime_check(2)], [gng_raweprime_check(3)]) = 4)) AND [gng_export_txt] = '1'",y,,,,,"go-no go task files organized into BIDS format"
gng_org_error,go_nogo_task,,notes,"GNG_DataOrg.py Error:

Email lead RA/grad student with exact error message",,,,,,,"[gng_org_script]='2' OR [gng_org_error]<>''",y,,,,,"errors with BIDS org of go-no go task files"
gng_org_resolved,go_nogo_task,,radio,"GNG_DataOrg.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"([gng_org_script]='2' OR [gng_org_error]<>'') AND [gng_export_txt] = '1'",y,,,,,"errors with BIDS org of go-no go task files resolved"
gng_rawbids_check,go_nogo_task,,checkbox,"Confirm this file has been added to the BIDS directory under: BIDSdat/raw_data/sub-XXX/ses-X/beh/","0, sub-XXX_ses-1_task-gng_events.tsv",,,,,,"[gng_org_script]='1' OR [gng_org_resolved]='1'",,,,,,"BIDS organized gng files that exist"
gng_rawbids_miss,go_nogo_task,,descriptive,"Raw BIDS formatted file is missing:
[gng_rawbids_check:unchecked]",,,,,,,"[gng_rawbids_check(0)]<>'1' AND [gng_org_script]='1'",,,,,,"missing BIDS organized go-no go task files"
gng_rawbids_notes,go_nogo_task,,notes,"Missing file notes:

Email lead RA/grad student regarding missing file",,,,,,,"([gng_rawbids_check(0)]<>'1' AND ([gng_org_script]='1' OR [gng_org_resolved]='1')) OR (([gng_org_script]='1' OR [gng_org_resolved]='1') AND [gng_rawbids_notes]<>'')",y,,,,,"missing BIDS org go-no go task files notes"
gng_rawbids_resolve,go_nogo_task,,radio,"Resolve missing raw BIDS file (to be determined by lead RA/grad student):","0, Unresolved | 1, Resolved",,,,,,"([gng_rawbids_check(0)]<>'1' OR [gng_rawbids_notes]<>'') AND ([gng_org_script]='1' OR [gng_org_resolved]='1')",y,,,,,"missing BIDS org go-no go files resolved"
gng_sum_script,go_nogo_task,,radio,"5) Run GNG_WF.py to add summary data to Go No-Go database

In terminal: 
cd .../Participant_Data/BIDSdat/code/
python3 GNG_WF.py -p #

Example - to process data for participant 001: python3 GNG_WF.py -p 1","0, Incomplete | 1, Complete (e.g., ""[Node] Finished"") | 2, Error (e.g., ""RuntimeError: Workflow did not execute cleanly. Check log for details"")",,,,,,[gng_rawbids_check(0)]='1',y,,,,,"go-no go data processed"
gng_sum_error,go_nogo_task,,notes,"GNG_WF.py Error:

Email lead RA/ grad student with exact error message",,,,,,,"[gng_sum_script]='2' or [gng_sum_error]<>''",y,,,,,"errors processing go-no go task data"
gng_sum_resolved,go_nogo_task,,radio,"GNG_WF.py Error (to be determined by lead RA/grad student):
","0, Unresolved | 1, Resolved",,,,,,"[gng_sum_script]='2' OR [gng_sum_error]<>''",y,,,,,"errors processing go-no go task data resolved"
gng_sum_ckeck,go_nogo_task,,radio,"6) Confirm summary data has been added to the Go NoGo database.
Go No-Go Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-gng_long.tsv","0, Incomplete | 1, Complete",,,,,,"[gng_sum_script]='1' or [gng_sum_resolved]='1'",y,,,,,"confirmation of go-no go summary data"
gng_data_check,go_nogo_task,,yesno,"Go No-Go data has poor performance and may need to be excluded:

1. Open Go No-Go Database: .../Participant_Data/BIDSdat/derivatives/preprocessed/beh/summary_task-gng_long.tsv
2. Select 'Yes' if value in 'p_go_hit' is below 0.75",,,,,,,"[gng_sum_ckeck] = '1' OR [gng_sum_resolved]='1'",y,,,,,"check of go-no go task performance"
nb_complete,nback_task,,radio,"N-Back Completed?","1, Yes | 0, No",,,,,,,,,,,,
nb_visit,nback_task,,radio,"N-Back Completed at Visit:","0, Visit 3 | 1, Visit 7 | 2, Other",,,,,,"[nb_complete] = '1'",y,,,,,
nb_dif_visit,nback_task,,text,"N-Back Visit Number",,,,,,,"[nb_visit]='2' AND [nb_complete] = '1'",,,,,,"if not 3 or 7, nback visit number"
nb_dif_date,nback_task,,text,"N-Back Visit Date",,,date_mdy,,,,"[nb_visit]='2' AND [nb_complete] = '1'",y,,,,,"Nback visit date"
nb_visit_age,nback_task,,calc,"N-Back Age","if([nb_visit]='0', [baseline_arm_1][v3_age], if([nb_visit]='1', [baseline_arm_1][v7_age], round(datediff([nb_dif_date], [ch_dob], ""y""),2)))",,,,,,"[nb_complete] = '1'",,,,,,"child age during nback task"
nb_diff_covid_protocol,nback_task,,radio,"N-Back was completed using protocols from:","0, Before COVID-19 | 1, After COVID-19",,,,,,"[nb_complete] = '1'",y,,,,,"covid protocols used with nback task"
nb_saved_cloud,nback_task,,radio,"1) E-Prime Files Saved to OneDrive

Save to: Save to: .../Participant_Data/untouchedRaw/NBack_Raw/","0, Incomplete | 1, Complete",,,,,,"[nb_complete] = '1'",y,,,,,"nback task files saved to OneDrive"
nb_raweprime_check,nback_task,,checkbox,"Confirm these files have been added to the directory: Nback_Raw
*edat files can be edat2 or edat3","0, 0-back_R01-XXX-X.edat | 1, 1-back_R01-XXX-X.edat | 2, 2-back_R01-XXX-X.edat | 3, 0-back_R01-XXX-X.txt | 4, 1-back_R01-XXX-X.txt | 5, 2-back_R01-XXX-X.txt",,,,,,[nb_saved_cloud]='1',y,,,,,"nback task files that exist"
nb_raweprime_miss,nback_task,,descriptive,"E-Prime files that are missing:
[nb_raweprime_check:unchecked]",,,,,,,"sum([nb_raweprime_check(0)], [nb_raweprime_check(1)], [nb_raweprime_check(2)], [nb_raweprime_check(3)], [nb_raweprime_check(4)], [nb_raweprime_check(5)]) < 6 AND [nb_saved_cloud]='1'",,,,,,"nback task files that are missing"
nb_raweprime_notes,nback_task,,notes,"Missing files notes:",,,,,,,"(sum([nb_raweprime_check(0)], [nb_raweprime_check(1)], [nb_raweprime_check(2)], [nb_raweprime_check(3)], [nb_raweprime_check(4)], [nb_raweprime_check(5)]) < 6 OR [nb_raweprime_notes]<>'') AND [nb_saved_cloud]='1'",y,,,,,"missing nback task file notes"
